date,tournament,team,opponent,goals,is_home,total_weight
2018-05-25,Friendly,Egypt,Kuwait,1,FALSE,0.030691279508806825
2018-05-25,Friendly,Eswatini,Kenya,1,FALSE,0.030691279508806825
2018-05-26,Friendly,China PR,Myanmar,1,TRUE,0.030720435230537486
2018-05-26,Friendly,Saint Barthélemy,Sint Maarten,5,TRUE,0.030720435230537486
2018-05-26,Friendly,Myanmar,China PR,0,FALSE,0.030720435230537486
2018-05-26,Friendly,Sint Maarten,Saint Barthélemy,3,FALSE,0.030720435230537486
2018-05-27,Friendly,Cameroon,Burkina Faso,0,FALSE,0.030749618649259708
2018-05-27,Friendly,Niger,Central African Republic,3,TRUE,0.030749618649259708
2018-05-27,COSAFA Cup,Madagascar,Mozambique,2,FALSE,0.061499237298519416
2018-05-27,COSAFA Cup,Comoros,Seychelles,1,FALSE,0.061499237298519416
2018-05-27,Friendly,Burkina Faso,Cameroon,1,FALSE,0.030749618649259708
2018-05-27,Friendly,Central African Republic,Niger,3,FALSE,0.030749618649259708
2018-05-27,COSAFA Cup,Mozambique,Madagascar,1,FALSE,0.061499237298519416
2018-05-27,COSAFA Cup,Seychelles,Comoros,1,FALSE,0.061499237298519416
2018-05-28,Friendly,United States,Bolivia,3,TRUE,0.030778829791284743
2018-05-28,Friendly,Nigeria,DR Congo,1,TRUE,0.030778829791284743
2018-05-28,Friendly,Kenya,Equatorial Guinea,1,TRUE,0.030778829791284743
2018-05-28,Friendly,Portugal,Tunisia,2,TRUE,0.030778829791284743
2018-05-28,Friendly,Italy,Saudi Arabia,2,FALSE,0.030778829791284743
2018-05-28,Friendly,France,Republic of Ireland,2,TRUE,0.030778829791284743
2018-05-28,Friendly,Mexico,Wales,0,FALSE,0.030778829791284743
2018-05-28,Friendly,Turkey,Iran,2,TRUE,0.030778829791284743
2018-05-28,Friendly,South Korea,Honduras,2,TRUE,0.030778829791284743
2018-05-28,Friendly,Bosnia and Herzegovina,Montenegro,0,TRUE,0.030778829791284743
2018-05-28,COSAFA Cup,Malawi,Mauritius,0,FALSE,0.061557659582569486
2018-05-28,COSAFA Cup,Angola,Botswana,1,FALSE,0.061557659582569486
2018-05-28,Friendly,Bolivia,United States,0,FALSE,0.030778829791284743
2018-05-28,Friendly,DR Congo,Nigeria,1,FALSE,0.030778829791284743
2018-05-28,Friendly,Equatorial Guinea,Kenya,0,FALSE,0.030778829791284743
2018-05-28,Friendly,Tunisia,Portugal,2,FALSE,0.030778829791284743
2018-05-28,Friendly,Saudi Arabia,Italy,1,FALSE,0.030778829791284743
2018-05-28,Friendly,Republic of Ireland,France,0,FALSE,0.030778829791284743
2018-05-28,Friendly,Wales,Mexico,0,FALSE,0.030778829791284743
2018-05-28,Friendly,Iran,Turkey,1,FALSE,0.030778829791284743
2018-05-28,Friendly,Honduras,South Korea,0,FALSE,0.030778829791284743
2018-05-28,Friendly,Montenegro,Bosnia and Herzegovina,0,FALSE,0.030778829791284743
2018-05-28,COSAFA Cup,Mauritius,Malawi,1,FALSE,0.061557659582569486
2018-05-28,COSAFA Cup,Botswana,Angola,2,FALSE,0.061557659582569486
2018-05-29,Friendly,Argentina,Haiti,4,TRUE,0.030808068682948823
2018-05-29,Friendly,Albania,Kosovo,0,FALSE,0.030808068682948823
2018-05-29,Friendly,Armenia,Malta,1,FALSE,0.030808068682948823
2018-05-29,Friendly,Azerbaijan,Kyrgyzstan,3,TRUE,0.030808068682948823
2018-05-29,Friendly,Peru,Scotland,2,TRUE,0.030808068682948823
2018-05-29,Friendly,Panama,Northern Ireland,0,TRUE,0.030808068682948823
2018-05-29,COSAFA Cup,Madagascar,Seychelles,1,FALSE,0.06161613736589765
2018-05-29,COSAFA Cup,Comoros,Mozambique,0,FALSE,0.06161613736589765
2018-05-29,Friendly,Haiti,Argentina,0,FALSE,0.030808068682948823
2018-05-29,Friendly,Kosovo,Albania,3,FALSE,0.030808068682948823
2018-05-29,Friendly,Malta,Armenia,1,FALSE,0.030808068682948823
2018-05-29,Friendly,Kyrgyzstan,Azerbaijan,0,FALSE,0.030808068682948823
2018-05-29,Friendly,Scotland,Peru,0,FALSE,0.030808068682948823
2018-05-29,Friendly,Northern Ireland,Panama,0,FALSE,0.030808068682948823
2018-05-29,COSAFA Cup,Seychelles,Madagascar,1,FALSE,0.06161613736589765
2018-05-29,COSAFA Cup,Mozambique,Comoros,3,FALSE,0.06161613736589765
2018-05-30,Friendly,Japan,Ghana,0,TRUE,0.030837335350613213
2018-05-30,Friendly,Central African Republic,Uganda,1,FALSE,0.030837335350613213
2018-05-30,Friendly,Austria,Russia,1,TRUE,0.030837335350613213
2018-05-30,COSAFA Cup,Malawi,Botswana,1,FALSE,0.061674670701226425
2018-05-30,COSAFA Cup,Angola,Mauritius,1,FALSE,0.061674670701226425
2018-05-30,Baltic Cup,Estonia,Lithuania,2,TRUE,0.061674670701226425
2018-05-30,Friendly,Ghana,Japan,2,FALSE,0.030837335350613213
2018-05-30,Friendly,Uganda,Central African Republic,0,FALSE,0.030837335350613213
2018-05-30,Friendly,Russia,Austria,0,FALSE,0.030837335350613213
2018-05-30,COSAFA Cup,Botswana,Malawi,1,FALSE,0.061674670701226425
2018-05-30,COSAFA Cup,Mauritius,Angola,0,FALSE,0.061674670701226425
2018-05-30,Baltic Cup,Lithuania,Estonia,0,FALSE,0.061674670701226425
2018-05-31,Friendly,Ukraine,Morocco,0,FALSE,0.03086662982066421
2018-05-31,Friendly,Romania,Chile,3,FALSE,0.03086662982066421
2018-05-31,Friendly,Luxembourg,Senegal,0,TRUE,0.03086662982066421
2018-05-31,COSAFA Cup,Mozambique,Seychelles,2,FALSE,0.06173325964132842
2018-05-31,COSAFA Cup,Comoros,Madagascar,0,FALSE,0.06173325964132842
2018-05-31,Friendly,Slovakia,Netherlands,1,TRUE,0.03086662982066421
2018-05-31,CONIFA World Football Cup,Ellan Vannin,Cascadia,4,FALSE,0.06173325964132842
2018-05-31,CONIFA World Football Cup,Barawa,Tamil Eelam,4,TRUE,0.06173325964132842
2018-05-31,CONIFA World Football Cup,Abkhazia,Tibet,3,FALSE,0.06173325964132842
2018-05-31,CONIFA World Football Cup,Northern Cyprus,Kárpátalja,1,FALSE,0.06173325964132842
2018-05-31,CONIFA World Football Cup,Székely Land,Tuvalu,4,FALSE,0.06173325964132842
2018-05-31,CONIFA World Football Cup,Padania,Matabeleland,6,FALSE,0.06173325964132842
2018-05-31,CONIFA World Football Cup,United Koreans in Japan,Western Armenia,0,FALSE,0.06173325964132842
2018-05-31,CONIFA World Football Cup,Panjab,Kabylia,8,FALSE,0.06173325964132842
2018-05-31,Friendly,Morocco,Ukraine,0,FALSE,0.03086662982066421
2018-05-31,Friendly,Chile,Romania,2,FALSE,0.03086662982066421
2018-05-31,Friendly,Senegal,Luxembourg,0,FALSE,0.03086662982066421
2018-05-31,COSAFA Cup,Seychelles,Mozambique,1,FALSE,0.06173325964132842
2018-05-31,COSAFA Cup,Madagascar,Comoros,1,FALSE,0.06173325964132842
2018-05-31,Friendly,Netherlands,Slovakia,1,FALSE,0.03086662982066421
2018-05-31,CONIFA World Football Cup,Cascadia,Ellan Vannin,1,FALSE,0.06173325964132842
2018-05-31,CONIFA World Football Cup,Tamil Eelam,Barawa,0,FALSE,0.06173325964132842
2018-05-31,CONIFA World Football Cup,Tibet,Abkhazia,0,FALSE,0.06173325964132842
2018-05-31,CONIFA World Football Cup,Kárpátalja,Northern Cyprus,1,FALSE,0.06173325964132842
2018-05-31,CONIFA World Football Cup,Tuvalu,Székely Land,0,FALSE,0.06173325964132842
2018-05-31,CONIFA World Football Cup,Matabeleland,Padania,1,FALSE,0.06173325964132842
2018-05-31,CONIFA World Football Cup,Western Armenia,United Koreans in Japan,0,FALSE,0.06173325964132842
2018-05-31,CONIFA World Football Cup,Kabylia,Panjab,0,FALSE,0.06173325964132842
2018-06-01,Friendly,France,Italy,3,TRUE,0.030895952119513185
2018-06-01,Friendly,Turkey,Tunisia,2,FALSE,0.030895952119513185
2018-06-01,Friendly,South Korea,Bosnia and Herzegovina,1,TRUE,0.030895952119513185
2018-06-01,Friendly,Czech Republic,Australia,0,FALSE,0.030895952119513185
2018-06-01,Friendly,Algeria,Cape Verde,2,TRUE,0.030895952119513185
2018-06-01,Friendly,Colombia,Egypt,0,FALSE,0.030895952119513185
2018-06-01,Friendly,Malta,Georgia,0,FALSE,0.030895952119513185
2018-06-01,COSAFA Cup,Botswana,Mauritius,6,FALSE,0.06179190423902637
2018-06-01,COSAFA Cup,Angola,Malawi,0,FALSE,0.06179190423902637
2018-06-01,Intercontinental Cup,India,Taiwan,5,TRUE,0.06179190423902637
2018-06-01,Friendly,Italy,France,1,FALSE,0.030895952119513185
2018-06-01,Friendly,Tunisia,Turkey,2,FALSE,0.030895952119513185
2018-06-01,Friendly,Bosnia and Herzegovina,South Korea,3,FALSE,0.030895952119513185
2018-06-01,Friendly,Australia,Czech Republic,4,FALSE,0.030895952119513185
2018-06-01,Friendly,Cape Verde,Algeria,3,FALSE,0.030895952119513185
2018-06-01,Friendly,Egypt,Colombia,0,FALSE,0.030895952119513185
2018-06-01,Friendly,Georgia,Malta,1,FALSE,0.030895952119513185
2018-06-01,COSAFA Cup,Mauritius,Botswana,0,FALSE,0.06179190423902637
2018-06-01,COSAFA Cup,Malawi,Angola,0,FALSE,0.06179190423902637
2018-06-01,Intercontinental Cup,Taiwan,India,0,FALSE,0.06179190423902637
2018-06-02,Friendly,El Salvador,Honduras,1,FALSE,0.030925302273596588
2018-06-02,Friendly,Thailand,China PR,0,TRUE,0.030925302273596588
2018-06-02,Friendly,England,Nigeria,2,TRUE,0.030925302273596588
2018-06-02,Friendly,Montenegro,Slovenia,0,TRUE,0.030925302273596588
2018-06-02,Friendly,Mexico,Scotland,1,TRUE,0.030925302273596588
2018-06-02,Friendly,Sweden,Denmark,0,TRUE,0.030925302273596588
2018-06-02,Friendly,Republic of Ireland,United States,2,TRUE,0.030925302273596588
2018-06-02,Friendly,Belgium,Portugal,0,TRUE,0.030925302273596588
2018-06-02,Friendly,Austria,Germany,2,TRUE,0.030925302273596588
2018-06-02,Friendly,Niger,Uganda,2,TRUE,0.030925302273596588
2018-06-02,Friendly,Iceland,Norway,2,TRUE,0.030925302273596588
2018-06-02,COSAFA Cup,Zambia,Namibia,0,FALSE,0.061850604547193176
2018-06-02,COSAFA Cup,Lesotho,Eswatini,1,FALSE,0.061850604547193176
2018-06-02,Baltic Cup,Latvia,Estonia,1,TRUE,0.061850604547193176
2018-06-02,Intercontinental Cup,Kenya,New Zealand,2,FALSE,0.061850604547193176
2018-06-02,CONIFA World Football Cup,Ellan Vannin,Tamil Eelam,2,FALSE,0.061850604547193176
2018-06-02,CONIFA World Football Cup,Barawa,Cascadia,1,TRUE,0.061850604547193176
2018-06-02,CONIFA World Football Cup,Abkhazia,Kárpátalja,0,FALSE,0.061850604547193176
2018-06-02,CONIFA World Football Cup,Northern Cyprus,Tibet,3,FALSE,0.061850604547193176
2018-06-02,CONIFA World Football Cup,Székely Land,Matabeleland,5,FALSE,0.061850604547193176
2018-06-02,CONIFA World Football Cup,Padania,Tuvalu,8,FALSE,0.061850604547193176
2018-06-02,CONIFA World Football Cup,United Koreans in Japan,Kabylia,0,FALSE,0.061850604547193176
2018-06-02,CONIFA World Football Cup,Panjab,Western Armenia,0,FALSE,0.061850604547193176
2018-06-02,Friendly,Honduras,El Salvador,0,FALSE,0.030925302273596588
2018-06-02,Friendly,China PR,Thailand,2,FALSE,0.030925302273596588
2018-06-02,Friendly,Nigeria,England,1,FALSE,0.030925302273596588
2018-06-02,Friendly,Slovenia,Montenegro,2,FALSE,0.030925302273596588
2018-06-02,Friendly,Scotland,Mexico,0,FALSE,0.030925302273596588
2018-06-02,Friendly,Denmark,Sweden,0,FALSE,0.030925302273596588
2018-06-02,Friendly,United States,Republic of Ireland,1,FALSE,0.030925302273596588
2018-06-02,Friendly,Portugal,Belgium,0,FALSE,0.030925302273596588
2018-06-02,Friendly,Germany,Austria,1,FALSE,0.030925302273596588
2018-06-02,Friendly,Uganda,Niger,1,FALSE,0.030925302273596588
2018-06-02,Friendly,Norway,Iceland,3,FALSE,0.030925302273596588
2018-06-02,COSAFA Cup,Namibia,Zambia,0,FALSE,0.061850604547193176
2018-06-02,COSAFA Cup,Eswatini,Lesotho,0,FALSE,0.061850604547193176
2018-06-02,Baltic Cup,Estonia,Latvia,0,FALSE,0.061850604547193176
2018-06-02,Intercontinental Cup,New Zealand,Kenya,1,FALSE,0.061850604547193176
2018-06-02,CONIFA World Football Cup,Tamil Eelam,Ellan Vannin,0,FALSE,0.061850604547193176
2018-06-02,CONIFA World Football Cup,Cascadia,Barawa,2,FALSE,0.061850604547193176
2018-06-02,CONIFA World Football Cup,Kárpátalja,Abkhazia,2,FALSE,0.061850604547193176
2018-06-02,CONIFA World Football Cup,Tibet,Northern Cyprus,1,FALSE,0.061850604547193176
2018-06-02,CONIFA World Football Cup,Matabeleland,Székely Land,0,FALSE,0.061850604547193176
2018-06-02,CONIFA World Football Cup,Tuvalu,Padania,0,FALSE,0.061850604547193176
2018-06-02,CONIFA World Football Cup,Kabylia,United Koreans in Japan,0,FALSE,0.061850604547193176
2018-06-02,CONIFA World Football Cup,Western Armenia,Panjab,1,FALSE,0.061850604547193176
2018-06-03,Friendly,Albania,Ukraine,1,FALSE,0.030954680309376013
2018-06-03,Friendly,Saudi Arabia,Peru,0,FALSE,0.030954680309376013
2018-06-03,Friendly,Spain,Switzerland,1,TRUE,0.030954680309376013
2018-06-03,Friendly,Croatia,Brazil,0,FALSE,0.030954680309376013
2018-06-03,Friendly,Costa Rica,Northern Ireland,3,TRUE,0.030954680309376013
2018-06-03,Friendly,Barbados,Belize,0,TRUE,0.030954680309376013
2018-06-03,Friendly,Andorra,Cape Verde,0,FALSE,0.030954680309376013
2018-06-03,COSAFA Cup,South Africa,Madagascar,0,TRUE,0.061909360618752025
2018-06-03,COSAFA Cup,Zimbabwe,Botswana,1,FALSE,0.061909360618752025
2018-06-03,CONIFA World Football Cup,Tamil Eelam,Cascadia,0,FALSE,0.061909360618752025
2018-06-03,CONIFA World Football Cup,Barawa,Ellan Vannin,2,TRUE,0.061909360618752025
2018-06-03,CONIFA World Football Cup,Abkhazia,Northern Cyprus,2,FALSE,0.061909360618752025
2018-06-03,CONIFA World Football Cup,Kárpátalja,Tibet,5,FALSE,0.061909360618752025
2018-06-03,CONIFA World Football Cup,Padania,Székely Land,3,FALSE,0.061909360618752025
2018-06-03,CONIFA World Football Cup,Tuvalu,Matabeleland,1,FALSE,0.061909360618752025
2018-06-03,CONIFA World Football Cup,Panjab,United Koreans in Japan,1,FALSE,0.061909360618752025
2018-06-03,CONIFA World Football Cup,Western Armenia,Kabylia,4,FALSE,0.061909360618752025
2018-06-03,Friendly,Ukraine,Albania,4,FALSE,0.030954680309376013
2018-06-03,Friendly,Peru,Saudi Arabia,3,FALSE,0.030954680309376013
2018-06-03,Friendly,Switzerland,Spain,1,FALSE,0.030954680309376013
2018-06-03,Friendly,Brazil,Croatia,2,FALSE,0.030954680309376013
2018-06-03,Friendly,Northern Ireland,Costa Rica,0,FALSE,0.030954680309376013
2018-06-03,Friendly,Belize,Barbados,0,FALSE,0.030954680309376013
2018-06-03,Friendly,Cape Verde,Andorra,0,FALSE,0.030954680309376013
2018-06-03,COSAFA Cup,Madagascar,South Africa,0,FALSE,0.061909360618752025
2018-06-03,COSAFA Cup,Botswana,Zimbabwe,1,FALSE,0.061909360618752025
2018-06-03,CONIFA World Football Cup,Cascadia,Tamil Eelam,6,FALSE,0.061909360618752025
2018-06-03,CONIFA World Football Cup,Ellan Vannin,Barawa,0,FALSE,0.061909360618752025
2018-06-03,CONIFA World Football Cup,Northern Cyprus,Abkhazia,2,FALSE,0.061909360618752025
2018-06-03,CONIFA World Football Cup,Tibet,Kárpátalja,1,FALSE,0.061909360618752025
2018-06-03,CONIFA World Football Cup,Székely Land,Padania,1,FALSE,0.061909360618752025
2018-06-03,CONIFA World Football Cup,Matabeleland,Tuvalu,3,FALSE,0.061909360618752025
2018-06-03,CONIFA World Football Cup,United Koreans in Japan,Panjab,1,FALSE,0.061909360618752025
2018-06-03,CONIFA World Football Cup,Kabylia,Western Armenia,0,FALSE,0.061909360618752025
2018-06-04,Friendly,Italy,Netherlands,1,TRUE,0.03098408625333813
2018-06-04,Friendly,Serbia,Chile,0,FALSE,0.03098408625333813
2018-06-04,Friendly,Slovakia,Morocco,1,FALSE,0.03098408625333813
2018-06-04,Friendly,Armenia,Moldova,0,FALSE,0.03098408625333813
2018-06-04,Intercontinental Cup,India,Kenya,3,TRUE,0.06196817250667626
2018-06-04,Friendly,Netherlands,Italy,1,FALSE,0.03098408625333813
2018-06-04,Friendly,Chile,Serbia,1,FALSE,0.03098408625333813
2018-06-04,Friendly,Morocco,Slovakia,2,FALSE,0.03098408625333813
2018-06-04,Friendly,Moldova,Armenia,0,FALSE,0.03098408625333813
2018-06-04,Intercontinental Cup,Kenya,India,0,FALSE,0.06196817250667626
2018-06-05,Friendly,Russia,Turkey,1,TRUE,0.03101352013199483
2018-06-05,Friendly,Romania,Finland,2,TRUE,0.03101352013199483
2018-06-05,Friendly,Luxembourg,Georgia,1,TRUE,0.03101352013199483
2018-06-05,Friendly,Kazakhstan,Azerbaijan,3,TRUE,0.03101352013199483
2018-06-05,Friendly,Martinique,French Guiana,3,TRUE,0.03101352013199483
2018-06-05,Baltic Cup,Lithuania,Latvia,1,TRUE,0.06202704026398966
2018-06-05,Intercontinental Cup,Taiwan,New Zealand,0,FALSE,0.06202704026398966
2018-06-05,COSAFA Cup,South Africa,Namibia,4,TRUE,0.06202704026398966
2018-06-05,COSAFA Cup,Eswatini,Botswana,0,FALSE,0.06202704026398966
2018-06-05,CONIFA World Football Cup,Matabeleland,Kabylia,0,FALSE,0.06202704026398966
2018-06-05,CONIFA World Football Cup,Abkhazia,Tamil Eelam,6,FALSE,0.06202704026398966
2018-06-05,CONIFA World Football Cup,United Koreans in Japan,Tuvalu,5,FALSE,0.06202704026398966
2018-06-05,CONIFA World Football Cup,Barawa,Northern Cyprus,0,TRUE,0.06202704026398966
2018-06-05,CONIFA World Football Cup,Padania,Panjab,2,FALSE,0.06202704026398966
2018-06-05,CONIFA World Football Cup,Kárpátalja,Cascadia,3,FALSE,0.06202704026398966
2018-06-05,CONIFA World Football Cup,Western Armenia,Székely Land,0,FALSE,0.06202704026398966
2018-06-05,Friendly,Turkey,Russia,1,FALSE,0.03101352013199483
2018-06-05,Friendly,Finland,Romania,0,FALSE,0.03101352013199483
2018-06-05,Friendly,Georgia,Luxembourg,0,FALSE,0.03101352013199483
2018-06-05,Friendly,Azerbaijan,Kazakhstan,0,FALSE,0.03101352013199483
2018-06-05,Friendly,French Guiana,Martinique,0,FALSE,0.03101352013199483
2018-06-05,Baltic Cup,Latvia,Lithuania,1,FALSE,0.06202704026398966
2018-06-05,Intercontinental Cup,New Zealand,Taiwan,1,FALSE,0.06202704026398966
2018-06-05,COSAFA Cup,Namibia,South Africa,1,FALSE,0.06202704026398966
2018-06-05,COSAFA Cup,Botswana,Eswatini,2,FALSE,0.06202704026398966
2018-06-05,CONIFA World Football Cup,Kabylia,Matabeleland,0,FALSE,0.06202704026398966
2018-06-05,CONIFA World Football Cup,Tamil Eelam,Abkhazia,0,FALSE,0.06202704026398966
2018-06-05,CONIFA World Football Cup,Tuvalu,United Koreans in Japan,0,FALSE,0.06202704026398966
2018-06-05,CONIFA World Football Cup,Northern Cyprus,Barawa,8,FALSE,0.06202704026398966
2018-06-05,CONIFA World Football Cup,Panjab,Padania,0,FALSE,0.06202704026398966
2018-06-05,CONIFA World Football Cup,Cascadia,Kárpátalja,1,FALSE,0.06202704026398966
2018-06-05,CONIFA World Football Cup,Székely Land,Western Armenia,4,FALSE,0.06202704026398966
2018-06-06,Friendly,Norway,Panama,1,TRUE,0.03104298197188317
2018-06-06,Friendly,Czech Republic,Nigeria,1,FALSE,0.03104298197188317
2018-06-06,Friendly,Belgium,Egypt,3,TRUE,0.03104298197188317
2018-06-06,Friendly,Belarus,Hungary,1,TRUE,0.03104298197188317
2018-06-06,COSAFA Cup,Zambia,Madagascar,1,FALSE,0.06208596394376634
2018-06-06,COSAFA Cup,Lesotho,Zimbabwe,0,FALSE,0.06208596394376634
2018-06-06,Friendly,Panama,Norway,0,FALSE,0.03104298197188317
2018-06-06,Friendly,Nigeria,Czech Republic,0,FALSE,0.03104298197188317
2018-06-06,Friendly,Egypt,Belgium,0,FALSE,0.03104298197188317
2018-06-06,Friendly,Hungary,Belarus,1,FALSE,0.03104298197188317
2018-06-06,COSAFA Cup,Madagascar,Zambia,0,FALSE,0.06208596394376634
2018-06-06,COSAFA Cup,Zimbabwe,Lesotho,0,FALSE,0.06208596394376634
2018-06-07,Friendly,England,Costa Rica,2,TRUE,0.031072471799565408
2018-06-07,Friendly,Uruguay,Uzbekistan,3,TRUE,0.031072471799565408
2018-06-07,Friendly,Portugal,Algeria,3,TRUE,0.031072471799565408
2018-06-07,Friendly,South Korea,Bolivia,0,FALSE,0.031072471799565408
2018-06-07,Friendly,Iceland,Ghana,2,TRUE,0.031072471799565408
2018-06-07,Friendly,Guadeloupe,French Guiana,0,FALSE,0.031072471799565408
2018-06-07,Intercontinental Cup,India,New Zealand,1,TRUE,0.062144943599130816
2018-06-07,CONIFA World Football Cup,Tamil Eelam,Tuvalu,4,FALSE,0.062144943599130816
2018-06-07,CONIFA World Football Cup,Tibet,Kabylia,1,FALSE,0.062144943599130816
2018-06-07,CONIFA World Football Cup,Abkhazia,United Koreans in Japan,2,FALSE,0.062144943599130816
2018-06-07,CONIFA World Football Cup,Barawa,Panjab,0,TRUE,0.062144943599130816
2018-06-07,CONIFA World Football Cup,Cascadia,Western Armenia,4,FALSE,0.062144943599130816
2018-06-07,CONIFA World Football Cup,Northern Cyprus,Padania,3,FALSE,0.062144943599130816
2018-06-07,CONIFA World Football Cup,Kárpátalja,Székely Land,4,FALSE,0.062144943599130816
2018-06-07,Friendly,Costa Rica,England,0,FALSE,0.031072471799565408
2018-06-07,Friendly,Uzbekistan,Uruguay,0,FALSE,0.031072471799565408
2018-06-07,Friendly,Algeria,Portugal,0,FALSE,0.031072471799565408
2018-06-07,Friendly,Bolivia,South Korea,0,FALSE,0.031072471799565408
2018-06-07,Friendly,Ghana,Iceland,2,FALSE,0.031072471799565408
2018-06-07,Friendly,French Guiana,Guadeloupe,2,FALSE,0.031072471799565408
2018-06-07,Intercontinental Cup,New Zealand,India,2,FALSE,0.062144943599130816
2018-06-07,CONIFA World Football Cup,Tuvalu,Tamil Eelam,3,FALSE,0.062144943599130816
2018-06-07,CONIFA World Football Cup,Kabylia,Tibet,8,FALSE,0.062144943599130816
2018-06-07,CONIFA World Football Cup,United Koreans in Japan,Abkhazia,0,FALSE,0.062144943599130816
2018-06-07,CONIFA World Football Cup,Panjab,Barawa,5,FALSE,0.062144943599130816
2018-06-07,CONIFA World Football Cup,Western Armenia,Cascadia,0,FALSE,0.062144943599130816
2018-06-07,CONIFA World Football Cup,Padania,Northern Cyprus,2,FALSE,0.062144943599130816
2018-06-07,CONIFA World Football Cup,Székely Land,Kárpátalja,2,FALSE,0.062144943599130816
2018-06-08,Friendly,Germany,Saudi Arabia,2,TRUE,0.031101989641629045
2018-06-08,Friendly,Croatia,Senegal,2,TRUE,0.031101989641629045
2018-06-08,Friendly,Switzerland,Japan,2,TRUE,0.031101989641629045
2018-06-08,Friendly,Lithuania,Iran,0,FALSE,0.031101989641629045
2018-06-08,Friendly,Poland,Chile,2,TRUE,0.031101989641629045
2018-06-08,Intercontinental Cup,Taiwan,Kenya,0,FALSE,0.06220397928325809
2018-06-08,COSAFA Cup,South Africa,Botswana,3,TRUE,0.06220397928325809
2018-06-08,COSAFA Cup,Madagascar,Lesotho,0,FALSE,0.06220397928325809
2018-06-08,Friendly,Saudi Arabia,Germany,1,FALSE,0.031101989641629045
2018-06-08,Friendly,Senegal,Croatia,1,FALSE,0.031101989641629045
2018-06-08,Friendly,Japan,Switzerland,0,FALSE,0.031101989641629045
2018-06-08,Friendly,Iran,Lithuania,1,FALSE,0.031101989641629045
